INSTALACIONES,mejor sal esper sal enferm
COMIDA,hel
ESPERA,tiemp esper midic sab urgenci llen
ESPERA,tiemp esper
ESPERA,dar hor mientr medic com    minut esper nadi delant verguenz
FUERA,cuna pesa
ESPERA,agiliz mcon urgenci
PERSONAL,atencion consuktq
PROGRAMACIÓN,horari vision
NIÑOS,wii play sal esper
COMIDA,caraml sol
PERSONAL,deb mejor hor consult ejempl cit once manan atend do tard aproxim valor tiemp pacient medic enfermer siempr mejor hospital bierz camin haci excelent
PERSONAL,personal
ESPERA,esper
INSTALACIONES,pon television sal esper
ESPERA,timp tiemp esper dar result
PERSONAL,informcion mas concret dar algun inform visit
PROGRAMACIÓN,pon mes administr pod registr maquin si lleg tard
COMIDA,varied almorz cen menu plat vegetarian
INSTALACIONES,sal esper
PERSONAL,mes medic pediatr
PRECIOS,preci
PERSONAL,amabil
INSTALACIONES,agrand ten mas sal mas medic esper pon sal esper tel cad sal
PERSONAL,am not satisfi with my delvery dr it ason    sep         pm
INSTALACIONES,abrir parking famili dej espaci priv jef centr
COMIDA,quer churr azuc desayun
PERSONAL,nad pag mejor personal
ESPERA,timp eperr
ESPERA,   minut esper hor llev mes dolor abdominal aun encontr caus lent hac prolv not hac dan
NIÑOS,cos nin
ESPERA,puntual
ESPERA,rapidez atend men habl jueg profesional sal esper enferm
COMIDA,ensal ces demasi sals poll
ESPERA,esper turn resepcion
FUERA,  
PERSONAL,pon mas gent
INSTALACIONES,pon diner tv
PROGRAMACIÓN,horari visit
FUERA,b
LIMPIEZA,mas igien instal sal esper
LIMPIEZA,limpi
FUERA,jtuyhihcyt
PROGRAMACIÓN,cit mal coordin tardi etern sac cit auxili enfermer medic personal trabaj hospital pod ten consult gin decontrol prob mand respet turn
ESPERA,tiemp esper moment atendery prioriz lospacient     olvid pacient
PERSONAL,personal
PERSONAL,personal cad vez men multiplicr
PERSONAL,neces clarid situacion medic actual resolu dud favor
PROGRAMACIÓN,atencion telefnoci
FUERA,hor
PERSONAL,mas inform enfermed mejor
PRECIOS,preci car
ESPERA,puntual
ESPERA,celer
INSTALACIONES,intimid
FUERA,ajajajajajajajajajajajajajajaj
COMIDA,plat vari
FUERA,hor
ESPERA,esper
PERSONAL,acer pruev pacient entend
COMIDA,mes product glut vegan
PERSONAL,personal medic
ESPERA,normal nin   ano      c fiebr mism sal esper mas     hs
PERSONAL,hac pregunt estup com pregunt nin    si enbarac dol pie
PERSONAL,personal enferm demasi bord cer empat educ personal limpiez marran men mal limpiez eh    
FUERA,jk
FUERA,  ano
INSTALACIONES,escond cost lleg
COMIDA,dar bocadill visit
ESPERA,deberi cobr medic gestion tan mal do hor esper ver
ESPERA,entend enferm       ano posibl fractur piern her sangrant pod pas tiemp indefin esper
PERSONAL,personal recepcion
INSTALACIONES,sill
PERSONAL,amabil elbpersonal sanitari
FUERA,lp
PRECIOS,preci
ESPERA,tiemp esper
FUERA,rtyui
PERSONAL,enfermer medic dar ningun tip explic enfermer pinch insulin guant via tapon dar lug merkel infeccion nosocomial       
ESPERA,puntual penos estais trat person vids quehscer retras medi hor falt respet
PRECIOS,preci
PROGRAMACIÓN,cotact telefon inexisent
PRECIOS,preci demasi alto
PERSONAL,agil servici inform recib
ESPERA,tiemp esper estd   hor mas
INSTALACIONES,sill pon pon bas pon bas agu
PERSONAL,ser mas amabl mas rapidosnpor tel fatal      
ESPERA,puntual
LIMPIEZA,limpiez
FUERA,cgh
PERSONAL,pod cobr acced propi historial clinic mied solicit copi prueb realiz
ESPERA,siempr ven estoi medi   hor yben hospital mied mism atend muchisim
INSTALACIONES,asient famili
ESPERA,te pod mor esper
LIMPIEZA,netj
ESPERA,tiemp esper
ESPERA,tard mutch
INSTALACIONES,tabl
PROGRAMACIÓN,atend cit
FUERA,kiljhg
INSTALACIONES,lament muchisim hayani desaparec hermos jardin reemplaz mied bloqu cement dud aport ser quer paz brind hermos jardin          
LIMPIEZA,limpiez van esper gent liebr hor
FUERA,     
FUERA,t    en rgeci
COMIDA,mes dulc
FUERA,mkk
PERSONAL,mejor guaedi jur irespetu haci gent q mand paa q pic poll educ mund q entend
ESPERA,tiemp espe  tiemp esper correg text mezcl tratamient personal
PERSONAL,indic encontr servici
ESPERA,tiemp esper consegu primer visit escessiu cont normal tratamient pod indic
ESPERA,tiemp esper
COMIDA,calid r
PERSONAL,fin dra explic pacient ir acer atend consult    ojal igual
FUERA,u
PERSONAL,mir bien gent
INSTALACIONES,aparc sol jef solidar famili facilit visit usuari
PERSONAL,mayor resolucion problem grav
INSTALACIONES,taborets demasi alto
PRECIOS,precios      
INSTALACIONES,agrand cafet
PROGRAMACIÓN,dar visit tan lejan tiemp mas cort
PERSONAL,personal recepcion consult extern carec empat amabil desagrad
COMIDA,plat fri qued mas
PERSONAL,trat pacient prson enferm ignor
PRECIOS,baj preci
PERSONAL,maner trat bocadill part camarer guant cualqu maner
PERSONAL,guts trat alo pacient
PERSONAL,content trat recib
ESPERA,esper
PROGRAMACIÓN,program siguient visit adecu diun medic
INSTALACIONES,sillon viej
ESPERA,si esper
INSTALACIONES,bien hospital lug compr prens escrib
ESPERA,list esper
FUERA,hool
INSTALACIONES,solicit ayud mejor instal aparat etceter sori tambi exist graci
ESPERA,mol bien espert tiemp
PERSONAL,personal medic
FUERA,adnan
PERSONAL,persolal sanid
INSTALACIONES,inform q lleg cog numer maquin hiu hoj cit lleg sent esper sab
PROGRAMACIÓN,atencion telefon
ESPERA,esper atencion
PERSONAL,mes personal
LIMPIEZA,limpiez lavab
FUERA,pagin
PERSONAL,profesional
PERSONAL,atencion medic
PERSONAL,mes amabil
FUERA,ma
PERSONAL,lidi ros dr miquel encant
ESPERA,puntual
ESPERA,atencion puntual favor
ESPERA,si necesari elmfet ser atend form presencial hac esper gent
ESPERA,agiliz v tiemp esper llev do hor esper vvisit
NIÑOS,ten mas dibuj color
FUERA,hambr
PERSONAL,atend mejor
ESPERA,tiemp esper uci sobrehuman
ESPERA,instal laci tiemp esper urgenci
FUERA,aaaa 
LIMPIEZA,natej    
COMIDA,com
ESPERA,rapidez
PERSONAL,parec chic ubligat miram paz esginc
FUERA,wr
ESPERA,hor esper
LIMPIEZA,suel puerc besit siempr suci
PERSONAL,cambi personal sobretod camarer desagrad facilit famili mied hij
INSTALACIONES,pon wifi
ESPERA,do mes todavi lnform medic vergonz
ESPERA,pu tualid
COMIDA,pizz
NIÑOS,deberiais pon aparat alej nin pues valoracion hiz nin jug carit
PRECIOS,preci
FUERA,esoer larg
ESPERA,tiemp esper consult proxim
INSTALACIONES,comod asient
PERSONAL,dic pacient ir mejor
FUERA,pap chiquill victor manu
PERSONAL,perfecto l dra munoz maravill agrad  
PERSONAL,dar inform fami iars pacient confin enferm entrar urgenci dia   marz ables       ahor dia   marz   h respuest personal medic respons zon urgenci mal comun personal enferm vs medic report dat famili totvun descontrol falt simulacr enfermed infecci respuest demasi lent product
PROGRAMACIÓN,cit           todavi abuel atend
PERSONAL,urgenci
PERSONAL,falt profesional nos respet sufrimiento por favor respet silenci atend pacient merec human voz ruid convers banal mercad reflexion vez
FUERA,re
INSTALACIONES,indic senalizacion hospital laberint
PERSONAL,enfad sup enfad
PERSONAL,traer pediatr
PROGRAMACIÓN,mas prueb
PROGRAMACIÓN,cit proxim
FUERA,metr
PERSONAL,deberi ten cont perfil enferm hor compart habitacion mayor tranquil enferm
LIMPIEZA,limpiez pobr
ESPERA,tiemp decesper unachor larg
PERSONAL,part direccion direct tambi val favor jug salud dem graci
PRECIOS,varied preci
INSTALACIONES,hall consult nin adult
FUERA,resn
LIMPIEZA,limpiez confirm horari pas medic
ESPERA,tardi demasi atend pacient
FUERA,n nn
ESPERA,tiemp esper cort
ESPERA,tenid hor medi esper atend dec k ir nin fiebr angin segu indic personal administr k dec k ven aqu k atenderi ir urgenci residenci demor vari horasv nin    palabr     
PROGRAMACIÓN,deteccion visit codig barr tarjet sanitari
ESPERA,tiemp esper
PERSONAL,atencion
INSTALACIONES,compr microfon mejor escuch mejor
ESPERA,duracion esper urgenci
ESPERA,puntual
PERSONAL,administr telefon tem personal ir intercal convers atencion
COMIDA,com instal instal
PRECIOS,simempr pod mejor person perfect tendri mejor cos
ESPERA,mejor tiemp respuest consult
INSTALACIONES,mes tabl
PERSONAL,aciendodan
PERSONAL,tard mnos atend pacient
COMIDA,q q ten mas sabor pizz
PROGRAMACIÓN,cit
PROGRAMACIÓN,horari
PERSONAL,trat mas bien pacient
INSTALACIONES,sill
ESPERA,tiemp decesper
ESPERA,tiemp esper
INSTALACIONES,mejor zon comun famili cafet
FUERA,atenion
INSTALACIONES,sal habilit apart cafet ven bien graci
PERSONAL,mas amabl
PROGRAMACIÓN,exped cit internet
ESPERA,puntual
COMIDA,cambi bocadill r trde dialisis quer dec mied atard
ESPERA,pacienci
PERSONAL,atencion
FUERA,pagin
ESPERA,temp esper
ESPERA,mied esper verguenz mied dan pacient verguenz hues dar haceis
FUERA,ffff
COMIDA,psar tomat pizz
FUERA,nj
PERSONAL,atencion reepcion orrect posibl mayor amabil
FUERA,litr
PERSONAL,falt mitjans personal excepcional
ESPERA,tard men dar visit
PERSONAL,pedant recepcion
INSTALACIONES,ascensor
PERSONAL,personal
FUERA,rre
PRECIOS, 
PERSONAL,sonris
PERSONAL,gent profesional simpat
FUERA,acer r ty nh
FUERA,i dont know
FUERA,ivfguili
INSTALACIONES,deb ser mayor pq segund rellen
PROGRAMACIÓN,tiemp concert cit mas rap servici urgenci general
ESPERA,puntual
FUERA,kjnujl
FUERA,litr kn
ESPERA,hac prueb hac radiografi dolor cabez mencion esper mas  h    
LIMPIEZA,clinic hac olor dentist
NIÑOS,pon ps 
PRECIOS,mejor siempr depend circunst siempr hor mejor graci
PERSONAL,ser mejor medic
PROGRAMACIÓN,tiemp esper cit especial
FUERA,pichi pichi
PERSONAL,maspersonal
PERSONAL,ser amabl pacient
PERSONAL,personal medic
PERSONAL,gent entrar
PERSONAL,deb eperenci clinic si cre personal sanitari deb mejor traz client person objet detect algui esnla primer vez entend personal acostumbr pacient mas empat graci
LIMPIEZA,podeis limpi mejor ban
FUERA,r
COMIDA,mas varied com
LIMPIEZA,pezun huelen fatal limpiez
PERSONAL,incompetent mej    
INSTALACIONES,llam ped cit quit maquin habl mit vez entend explic pas llam direct personal hospital
ESPERA,tiemp visit tiemp hac prueb
PRECIOS,preci
FUERA,noo
COMIDA,product
PRECIOS,ciudadan espanol pag impuest
PROGRAMACIÓN,tard bastant dar cit especial neumoloji
PERSONAL,mas medic
PROGRAMACIÓN,programacion prueb medic
FUERA,rre
INSTALACIONES,tinder mes tabl
PRECIOS,preci
PERSONAL,mes personal
PROGRAMACIÓN,servici secritari
PRECIOS,podeis mejor muchss cosa sol mas empat enferm acompan veguenz sent ten hospital tan nuev antigu
ESPERA,puntual
FUERA,reszzs
PROGRAMACIÓN,evit visit innecesari metr dar hor ven ped hor
INSTALACIONES,aburr sal podri pon distr aunquese
ESPERA,ser puntual
INSTALACIONES,sal esper
INSTALACIONES,asieent
ESPERA,te mor esper
ESPERA,esprint
ESPERA,list esper
INSTALACIONES,consult    men pon sill person muebl
FUERA,holaa
ESPERA,tempps esper
INSTALACIONES,canbi intalacion
ESPERA,tempsdeesper
LIMPIEZA,do hor limpi portac verguenz
PERSONAL,serrvei
ESPERA,esper
PERSONAL,person dar      manan juli ser cosider desagrad cre ser person trat pacient cuant servici sanitari quer felicit person trat alent deb ser ejempl segu
PERSONAL,vds impresent represent mafi medic imcumplidor jurament hipocrat mund verguenz medicin europe esper peor vds mied part portal vid
ESPERA,rap mellam adelant horari
PERSONAL,calid
PERSONAL,explic
ESPERA,pes program larg esper quit mas hor veint minutoscesper    solicitud hor mied telefon mal internet mejor
COMIDA,com mal
PERSONAL,explic hac mejor  
PERSONAL,trat mas personaliz dar tiemp nocom adenad montaj
LIMPIEZA,ban
INSTALACIONES,regaladm sill rued plis
PROGRAMACIÓN,facilit mascarill pacient traslad acer prueb hospital mism hospital ambul
INSTALACIONES,mas espaci
INSTALACIONES,pon sill comod jent mayor
LIMPIEZA,sal limpi
COMIDA,menu mas vari sol mediod padr nin quenportem tiemp aqu deb cen cad dia bocadill merec cen menu dios mand noch
INSTALACIONES,instal
PROGRAMACIÓN,cit espart
PRECIOS,car ser hospital
ESPERA,tiemp esper ingres intervencion
INSTALACIONES,sal esper
ESPERA,reduc esper
INSTALACIONES,estupend salv instal tecermund
INSTALACIONES,sal esper
PERSONAL,mejor hospital instal personal human graci llevader cuidenl mejor recurs human dispon hospital
INSTALACIONES,pon fuent agu
INSTALACIONES,pon tostador pan glut
ESPERA,tard llam hac mal verguenz
ESPERA,acer esper sal esper
INSTALACIONES,pantall valor mas pequen sant palom bien mas grand  
COMIDA,antigu realiz bocadill calient celiac ahor cuestion planch segu dar servici durant ano dado por favor contemplenl nuev actual bar k capac dar respuest entend hac ahor disen men servici
PROGRAMACIÓN,telefon
FUERA,hab how arar
PERSONAL,atencion personal triaj
PROGRAMACIÓN,esper cit
ESPERA,mejor tiemp esper      minut exager pon       minut aun emos entrdo
INSTALACIONES,pod pon tv sal esper
LIMPIEZA,men limpiez
INSTALACIONES,corient mied avez respir pacient air renov
NIÑOS,sol nin atend llev ocho once noch sol nin cuatr person vergonz
LIMPIEZA,ningun cas sol olor pintur
FUERA,n
ESPERA,tiemp esper   hor
LIMPIEZA,limpiez
PERSONAL,ambul segund volv comunicacion per viril
PRECIOS,preci product deb ser mas baj
PERSONAL,mal servici ambul
ESPERA,men col
PERSONAL,trat human mied partedel medic
PERSONAL,explik
PRECIOS,preci baj hospital hotel
FUERA,si
ESPERA,puntualidaz
PROGRAMACIÓN,men orari caramel recepcion
INSTALACIONES,luz oftalmolog acces estanci prepar tratamient coliri etceter revision graduacion visual optometr   calid estudi morfolog car gaf junt adem adapt entorn consult ruid nervios ayud relajacion pacient famili tension ocul mayor mayor nervi car gaf distint
INSTALACIONES,puert rut cerr bien
LIMPIEZA,limpi
COMIDA,calent com bien graci
PERSONAL,reforz guardi
PROGRAMACIÓN,horari
FUERA,preguntqn demqsi
COMIDA,licor hierb cafet
ESPERA,ser mas puntual cog jent
ESPERA,puntual
INSTALACIONES,bandej mes com dec famili resident recent
ESPERA,esper exager
FUERA,xen gonzalez
PERSONAL,mes personal
PERSONAL,escas numer deprofesional sor teniend cont neces tan especial usuari
ESPERA,medic do hor esper abla mant cic hor volv mas cos
COMIDA,comerci men chuch
FUERA,arantontu
ESPERA,list esper
PROGRAMACIÓN,mas facil dar cit especial men tiemp esper ginecolog comtrol habitual
COMIDA,pon hamburgues pan barr dem genial
NIÑOS,jueg nin wcf
ESPERA,temp
LIMPIEZA,limpiez rop
PERSONAL,financi men precariz personal servici
COMIDA,cre espaci bien falt surt meng
PRECIOS,precios famili pacient ingres
PERSONAL,hac sup trabaj al      ejempl brakets cambi gom mensusl problem ultim pon bien dec quer color pon encim herr demasi cort cambi dent atar metal verd pag
FUERA,liam
FUERA,pagin
LIMPIEZA,chuch deb men dur podri pon guant plastc chuch practic
COMIDA,planch bocadill glut
COMIDA,dar plat alegr mejor anim cuad bajon ambar pobr tarjet
PERSONAL,urgenci
NIÑOS,jueg nin wcf
INSTALACIONES,sill
PERSONAL,sol acer dan peg hac dan dan muc
FUERA,manoli alcaz
ESPERA,reduc list esper ped justif pon peg
LIMPIEZA,espaci limpiez
PROGRAMACIÓN,visit pacient podri cambi horari    
PROGRAMACIÓN,program minim visit respet enferm
COMIDA,zum uva
PERSONAL,cambi personal dentr urgenci chach mientr gent retorc dolor sal esper graci
COMIDA,pan pasttess siq
ESPERA,tiemp
PERSONAL,pesim servici
PERSONAL,mes personal
ESPERA,tiemp
ESPERA,tiemp esper demasi
LIMPIEZA,  mejor ban
NIÑOS,falt papel dibuj
COMIDA,varied
ESPERA,esper client
INSTALACIONES,maquin estrop
PROGRAMACIÓN,hor visit cit
ESPERA,puntual
INSTALACIONES,deb mejor instal
ESPERA,mor puert hosptal
FUERA,                                                                                                                                                                                                                                                                                                                                                                                               valeri
ESPERA,tiemp esper clarid explic medic
PERSONAL,ser mas amabl pacient
ESPERA,puntual
FUERA,  
PERSONAL,human haci enferm personal pas sup trabaj especial enfermeri
PROGRAMACIÓN,horari
ESPERA,tiemp d esper pod ser mas hor medi ser atend pas hor consert dar
FUERA,rosfuwhoftvk
PERSONAL,mes tact human
COMIDA,zum natural col cer cer azuc cafein mas varied menu
COMIDA,hac plat cen noch cad dia bocadill dur llev   mes hopital hij ingres
PERSONAL,actitud
INSTALACIONES,pon mas mes
INSTALACIONES,espaci recurs
PERSONAL,educ pagin educ falt empat enferm famili mied part portal enfermer
FUERA,rob
INSTALACIONES,pod abandon enferm sal esoer durant do hor siend diabet indic ningun tip nadi sab nad pas patat calent
PERSONAL,mejor triaj urgenci
LIMPIEZA,ban
INSTALACIONES,luz mas suav
PROGRAMACIÓN,reduc tiemp esper solicitud cit efect cit
PERSONAL,limpiez recoj mes llen bandej vas suci mal servici client ped caf lech cobr esper funcion servici ir pas client ped esper siv subast volv pregunt pag cav raton dar caf esper solucion problem bien client nivel empres  un salud
PROGRAMACIÓN,program visit moment sal visit program
PERSONAL,ser mas amabl
ESPERA,tiemp esper
FUERA,ijjg
FUERA,eric
PERSONAL,comunic mejor post operatori
FUERA,arlet
ESPERA,tiemp esper rap
FUERA,jihjhui
INSTALACIONES,si catarr ir burg valladol    ano siempr ocurri grav conmig padr termin hospital
PERSONAL,pediatr suficient verguenz
FUERA,uewfuppesv
PROGRAMACIÓN,ir dar cit reumatolog llev   mes descarg cit consult doctor purif  ped solucion
PROGRAMACIÓN,men orari
PROGRAMACIÓN,horari visit
INSTALACIONES,falt minib
COMIDA,varied cen
PERSONAL,acer mejor servici fin seman desastr
INSTALACIONES,medic mas despach
PERSONAL,ser amabl pacient
ESPERA,agil
COMIDA,varied plat
PERSONAL,explic clar pacient profesional medicin
PERSONAL,medic encant
ESPERA,esper
PRECIOS,com cafet caf         relacion calid preci correct
PERSONAL,encarg bord
PERSONAL,leg admision habi nadi durant diez minut
COMIDA,com
ESPERA,rap
PERSONAL,desped personal admision
PERSONAL,cambi persom nocturn paracetamol
PERSONAL,encant servici enfermer
FUERA,as
PROGRAMACIÓN,cit mas rap tardanz dar cit especial reumatolog mas rapidez cit
PERSONAL,mejor explic medic
INSTALACIONES,asieent
PRECIOS,preci menu mas car beb sevici cen
ESPERA,puntual
NIÑOS,pon tel nin mied
ESPERA,acer esper
PERSONAL,ton amabil primero mi padr aqui   latard com beer acer pis informacion
INSTALACIONES,pegatin sol maqunasvk bn
PERSONAL,personal fin seman dias fiest
INSTALACIONES,comod asient
FUERA,re
FUERA,  
PERSONAL,personal
ESPERA,puntual
PERSONAL,servici urgenci
PERSONAL,amabil personql
ESPERA,col larg ay esper
PERSONAL,amabl
COMIDA,dec mejor product fresc frut despues aliment industrial cre adecu
FUERA,exolejd
PERSONAL,atencion sal exper
FUERA,sam
ESPERA,puntual
PERSONAL,falt personal
COMIDA,com
ESPERA,tiemp esper
PERSONAL,atencion personal enferm
ESPERA,tiemp esper consider pacient
PERSONAL,atencion human
LIMPIEZA,limpiez
PROGRAMACIÓN,cos cit trat ser mas profesinal
PERSONAL,cuan fiebr at encontr mol mal productor duct diez guardavngui cas ad dec mulesti ir cabez man hac
PERSONAL,pod ser alarg tiemp dar intervisit
ESPERA,esper urgenci demaci
ESPERA,list esper ano
INSTALACIONES,sill sal esper
FUERA,k
ESPERA,consult exten hall esper ano octalmolog
COMIDA,bocadill
ESPERA,puntual
INSTALACIONES,asient alto mas comod
INSTALACIONES,sill ban pacient horad duch
ESPERA,bien mejor rapidez llev    minut ser atend
ESPERA,esper beb tres hor     
PERSONAL,fatal
PRECIOS,varied product precios
FUERA,dfhj
PERSONAL,atencion client
ESPERA,men tiemp esper ten visit especial
COMIDA,refrigeri pod ser men proces foment habit salud
PROGRAMACIÓN,cad cit deberi ten sup numer
NIÑOS,pon ps  sal jueg
PERSONAL,doctor angel ahenk hoy sustitu medic descans alarg llegang doc diez vari pacient teni cit once medi leg molest llam pacient grit siguient sab quu correspond entrar do cuestion coment pas oscult diciend dej pas dias acud profesional imprim mal part alto presenci enfermer comunic dar senor tratamient triplic sup dosis pq confund pacient desastr
PERSONAL,organizacion mas doctor not personal actual lle cubr demand pacient
ESPERA,hor mas hor tard
PERSONAL,mejor recepcion
ESPERA,hac bien supon tiemp esper depend profesional sin recurs dispon siempr pod mejor adelant
ESPERA,tiemp esper
PROGRAMACIÓN,dar cit
